Episode,Name,Sentence
Episode 7,theon greyjoy,Jon.
Episode 7,theon greyjoy,Can I speak with you?
Episode 7,jon snow,All right.
Episode 7,theon greyjoy,"What you did in King's Landing, what you said... You couldo ve lied to Cersei about bending the knee to Daenerys. You risked everything to tell an enemy the truth."
Episode 7,jon snow,We went down there to make peace. And it seems to me we need to be honest with each other if we're going to fight together.
Episode 7,theon greyjoy,"You've always known what was right. Even when we were all young and stupid, you always knew. Every step you take it's always the right step."
Episode 7,jon snow,"It's not. It may seem that way from the outside, but I promise you, it's not true. I've done plenty of things that I regret."
Episode 7,theon greyjoy,"Not compared to me, you haven't."
Episode 7,jon snow,No. Not compared to you.
Episode 7,theon greyjoy,I always wanted to do the right thing. Be the right kind of person. But I never knew what that meant. It always seemed like there's like there was an impossible choice I had to make. Stark or Greyjoy.
Episode 7,jon snow,Our father was more of a father.
Episode 7,theon greyjoy,He was.
Episode 7,jon snow,And you betrayed him. Betrayed his memory.
Episode 7,theon greyjoy,I did.
Episode 7,jon snow,But you never lost him. He's a part of you. Just like he's a part of me.
Episode 7,theon greyjoy,But the things I've done.
Episode 7,jon snow,"It's not my place to forgive you for all of it. But what I can forgive, I do. You don't need to choose. You're a Greyjoy and you're a Stark."
Episode 7,theon greyjoy,"When I was Ramsay's prisoner, Yara tried to save me. She's the only one who tried to save me. She needs me now."
Episode 7,jon snow,"So, why are you still talking to me?"
Episode 7,theon greyjoy,All of us chose to follow Yara. We left the Iron Islands for Yara. She would never leave one of us behind. We're not leaving her behind.
Episode 7,theon greyjoy,She's not dead.
Episode 7,theon greyjoy,She's our queen
Episode 7,theon greyjoy,I did. I ran from my uncle.
Episode 7,theon greyjoy,We're done with all that.
Episode 7,theon greyjoy,"Yara did. She made a pledge. We're going to find her, and we're going to set her free."
Episode 7,theon greyjoy,Not for me. For Yara!
Episode 7,sansa stark,Have my sister
Episode 7,arya stark,Are you sure you want to do this?
Episode 7,sansa stark,It's not what I want. It's what honor demands.
Episode 7,arya stark,And what does honor demand?
Episode 7,sansa stark,That I defend my family from those who would harm us. That I defend the North from those who would betray us.
Episode 7,arya stark,"All right, then. Get on with it."
Episode 7,sansa stark,You stand accused of murder. You stand accused of treason. How do you answer these charges Lord Baelish?
Episode 7,arya stark,My sister asked you a question.
Episode 7,petyr baelish,"Lady Sansa, forgive me I'm a bit confused."
Episode 7,sansa stark,"Which charges confuse you? Let's start with the simplest one you murdered our aunt, Lysa Arryn. You pushed her through the Moon Door and watched her fall. Do you deny it?"
Episode 7,petyr baelish,I did it to protect you.
Episode 7,sansa stark,"You did it to take power in the Vale. Earlier, you conspired to murder Jon."
Episode 7,petyr baelish,Whatever your aunt
Episode 7,sansa stark,You had Aunt Lysa send a letter to our parents telling them it was the Lannisters who murdered Jon.
Episode 7,petyr baelish,I know of no such letter.
Episode 7,sansa stark,You conspired with Cersei Lannister and Joffrey Baratheon to betray our father.
Episode 7,petyr baelish,I deny it! None of you were there to see what happened. None of you knows the truth.
Episode 7,arya stark,You told our mother
Episode 7,petyr baelish,"Lady Sansa, I have known you since you were a girl. I've protected you."
Episode 7,sansa stark,Protected me? By selling me to the Boltons?
Episode 7,petyr baelish,"If we could speak alone, I can explain everything."
Episode 7,sansa stark,"Sometimes when I'm trying to understand a person's motives, I play a little game. I assume the worst. What's the worst reason you have for turning me against my sisterThat's what you do, isn't it? That's what you've always done turn family against family, turn sister against sister. That's what you did to our mother."
Episode 7,petyr baelish,"Sansa, please."
Episode 7,sansa stark,"I'm a slow learner, it's true. But I learn."
Episode 7,petyr baelish,Give me a chance to defend myself. I deserve that.
Episode 7,petyr baelish,I am Lord Protector of the Vale and I command you to escort me safely back to the Eyrie.
Episode 7,petyr baelish,"Sansa, I beg you! I loved your mother since the time I was a boy."
Episode 7,sansa stark,"And yet, you betrayed her."
Episode 7,petyr baelish,I loved you. More than anyone.
Episode 7,sansa stark,"And yet, you betrayed me."
Episode 7,sansa stark,"When you brought me back to Winterfell, you told me there's no justice in the world, not unless we make it. Thank you for all your many lessons, Lord Baelish. I will never forget them."
Episode 7,petyr baelish,Sansa! I--
Episode 7,jaime lannister,Our men in King's Landing will march north in three days' time.
Episode 7,jaime lannister,"We don't have a fortnight. If the North falls, we fall. Three days. The remaining forces in the Westerlands will take the river road east. We'll meet at Lord Harroway's Town and march together to Winterfell."
Episode 7,cersei lannister,Ser Jaime.
Episode 7,jaime lannister,Your Grace.
Episode 7,cersei lannister,"My lords, I need a moment with my brother."
Episode 7,cersei lannister,What are you doing?
Episode 7,jaime lannister,Preparing the expedition north.
Episode 7,cersei lannister,"Expedition north? I always knew you were the stupidest Lannister. The Starks and Targaryens have united against us, and you want to fight alongside them? Are you a traitor or an idiot?"
Episode 7,jaime lannister,You pledged our forces to fight our common enemy.
Episode 7,cersei lannister,I'll say whatever I need to say to ensure the survival of our house. You expect me to trust the man who murdered our father.
Episode 7,jaime lannister,You saw it with your own eyes. You saw a dead man trying to kill us.
Episode 7,cersei lannister,"I saw it burn. If dragons can't stop them, if Dothraki and Unsullied and Northmen can't stop them, how will our armies make a difference?"
Episode 7,jaime lannister,"This isn't about noble houses, this is about the living and the dead!"
Episode 7,cersei lannister,And I intend to stay amongst the living. Let the Stark boy and his new queen--
Episode 7,jaime lannister,I made a promise.
Episode 7,cersei lannister,Our child will rule Westeros.
Episode 7,jaime lannister,Our child will never be born if the dead come south.
Episode 7,cersei lannister,"The monsters are real. The white walkers, the dragons, the Dothraki screamers all the frightening stories we heard when we were young, they're all real. So be it. Let the monsters kill each other. And while they battle in the North, we take back the lands that belong to us."
Episode 7,jaime lannister,And then what?
Episode 7,cersei lannister,And then we rule.
Episode 7,jaime lannister,"When the fighting in the North is over, someone wins. You understand that, don't you? If the dead win, they march south and kill us all. If the living win, and we've betrayed them, they march south and kill us all!"
Episode 7,cersei lannister,The Targaryens and the Starks already want to kill us all. Most of them will die in the North.
Episode 7,jaime lannister,I faced them in the field. We can't beat them. We can't beat their dragons.
Episode 7,cersei lannister,How many dragons did you see at the pit?
Episode 7,jaime lannister,Two.
Episode 7,cersei lannister,What happened to the third?
Episode 7,jaime lannister,"For all we know, it's guarding her fleet!"
Episode 7,cersei lannister,"She came here with her dragons and her Dothraki and her Unsullied. She came here to show us all her power. No, something happened.The dragons are vulnerable."
Episode 7,jaime lannister,We can't beat the Dothraki. We don't have the numbers. We don't have the support of the other houses!
Episode 7,cersei lannister,"No, we have something better. We have the Iron Bank. You shouldo ve listened more when Father--"
Episode 7,jaime lannister,The Golden Company is not here. They're in Essos. How is a mercenary company in Essos going to help us?
Episode 7,cersei lannister,Do you really think Euron Greyjoy turned tail and sailed back to the Iron Islands? Do you think he abandoned the chance to marry the queen?
Episode 7,jaime lannister,"You plotted with Euron Greyjoy without telling me, the commander."
Episode 7,cersei lannister,"And you conspired with Tyrion, the man who murdered our father without telling me, your queen."
Episode 7,jaime lannister,I didn't conspire with him.
Episode 7,cersei lannister,You met with him in secret without my consent. You planned to promote my enemies' interests. That is the definition of conspiracy.
Episode 7,jaime lannister,I pledged to ride north. I intend to honor that pledge.
Episode 7,cersei lannister,And that will be treason.
Episode 7,jaime lannister,Treason?
Episode 7,cersei lannister,Disobeying your queen
Episode 7,jaime lannister,Doesn't matter what I'd call it.
Episode 7,cersei lannister,I told you no one walks away from me.
Episode 7,jaime lannister,"Are you going to order him to kill me? I'm the only one you have left. Our children are gone, our father"
