Sentence,Label
It's not a castle.,bronn
turns and points to Highgarden.,bronn
How about that one? It's available.,bronn
You don't want Highgarden.,jaime lannister
I beg to differ.,bronn
"We're at war. Daenerys Targaryen could come take it back the day after you move in. Besides, think of the upkeep. The more you own, the more it weighs you down.",jaime lannister
"Oh, is that why you're so fucking glum, eh? All your new riches weighing you down?",bronn
pounds on the back of the carriage and the horses start trotting.,jaime lannister
They're not mine. The gold belongs to the Iron Bank. We pay our debts.,jaime lannister
Right. Just not to me.,bronn
"Bronn of the Blackwater, formerly of whatever nameless shit heap you're from with a saddlebag full of gold complaining about not getting paid. When we win this war all the castles in the Seven Kingdoms will be yours to choose from with no one left to take them away from you.",jaime lannister
"Yes, I'm sure Queen Cersei's reign will be quiet and peaceful.",bronn
Stranger things have happened.,jaime lannister
Like what?,bronn
The current harvest?,jaime lannister
looks over to BRONN.,jaime lannister
"Ser Bronn, will you accompany the Tarleys and help them accelerate this process?",jaime lannister
I'm not much for shoveling weight.,bronn
"No, but motivating reluctant farmers to hand over their harvest, I've heard you guys have a real talent for that.",jaime lannister
and TYCHO NESTORIS from the Iron Bank of Braavos are sitting having a discussion.,cersei lannister
"You're too kind, My Lord.",cersei lannister
Is on its way. My brother is supervising its transportation himself.,cersei lannister
We must devise a way to raise their spirits.,cersei lannister
My only venture at the moment is reestablishing control over this continent and every person on it.,cersei lannister
"It will indeed. I need to expand my armies, my navies. My hand, Qyburn, had made overtures to the Golden Company in Essos.",cersei lannister
That's good to hear. I too would like them to recover some things that belong to me.,cersei lannister
This is for you.,petyr baelish
flips the knife in his hand and extends it towards BRAN.,petyr baelish
"The last man who wielded it meant to cut your throat, but your mother fought him off.",petyr baelish
"The other dagger, the one that took her life, I would have stopped that dagger with my own heart if I could have. I wasn't there for her when she needed me most. But I am here for her now. To do what she would have done, to protect her children. Anything I can do for you, Brandon, you need only ask.",petyr baelish
"No. That very question was what started the War of the Five Kings. In a way, that dagger made you what you are today. Forced from your home, driven out to the wilds beyond the Wall. I imagine you've seen things most men wouldn't believe.",petyr baelish
hands the sheath of the knife to BRAN. BRAN slides the knife into the sheath.,petyr baelish
"To go through all of that and make your way home again only to find such chaos in the world, I can only imagine --",petyr baelish
"I'm sorry to have disturbed you, Lord Stark.",petyr baelish
stands up to leave.,petyr baelish
bows and walks past Meera and closes the door.,petyr baelish
approaches the main gate on foot. Two guards are huddled by a brazier getting warm. There's indistinct chatter. One of the men notice ARYA walking to the gate and approach her.,arya stark
In there. I live here.,arya stark
I'm Arya Stark. This is my home.,arya stark
Send for Maester Llewyn or Ser Rodrick. They'll tell you who I am.,arya stark
"Go ask Jon Snow then, the King in the North. He's my brother",arya stark
If Jon Snow is gone who is in charge of Winterfell?,arya stark
Which Lady Stark?,arya stark
Tell Sansa her sister is home.,arya stark
"I'm getting into this castle one way or another. If I'm not who I say I am, I won't last long. But if I am, and Sansa finds out that you turned me away...",arya stark
keeps glancing at the men. They look uneasy. They bring her inside of the gate. They indicate towards a cart near the entrance.,arya stark
is glancing around Winterfell. Men are working building tools and cutting wood. ARYA looks over and sees a Winterfell flag sigil hanging from the wall. The two guards are still arguing.,arya stark
sighs.,sansa stark
You don't have to. I know where she is.,sansa stark
is standing look at a statue of Ned Stark holding his sword. ARYA hears a sound and turns to see SANSA approaching. SANSA stops when she sees ARYA.,arya stark
Do I have to call you Lady Stark now?,arya stark
hesitates for a moment.,sansa stark
Yes.,sansa stark
begins smiling then walking towards ARYA. SANSA reaches out and hugs ARYA.,sansa stark
You shouldn't have run from the guards.,sansa stark
I didn't run. You need better guards.,arya stark
smirks at ARYA.,sansa stark
"It suits you, Lady Stark. Jon left you in charge?",arya stark
"He did. I hope he comes back soon. I remember how happy he was to see me. When he sees you, his heart will probably stop.",sansa stark
That doesn't look like him. It should have been carved by someone who knew his face.,arya stark
Everyone who knew his face is dead.,sansa stark
We're not.,arya stark
turns to face SANSA.,arya stark
They say you killed Joffrey. Did you?,arya stark
I wish I had.,sansa stark
Me too. I was angry when I heard someone else had done it. However long my list got he was always first.,arya stark
Your list?,sansa stark
Of people I'm going to kill.,arya stark
begins to laugh. ARYA joins her.,sansa stark
How did you get back to Winterfell?,sansa stark
It's a long story. I imagine yours is too.,arya stark
Yes. It's not a very pleasant one.,sansa stark
"Mine neither, but our stories aren't over yet.",arya stark
"No, they're not.",sansa stark
"Arya, Bran's home too.",sansa stark
smiles and looks at SANSA. SANSA doesn't smile back. The smile fades from ARYA's face.,arya stark
steps forward and throws her arms around BRAN. SANSA smiles in the background. ARYA lets go and steps back.,arya stark
You saw me?,arya stark
Bran has visions.,sansa stark
So did I.,arya stark
Why would you go back there?,sansa stark
stares at BRAN. ARYA turns to look at SANSA.,arya stark
Who else is on your list?,sansa stark
Most of them are dead already.,arya stark
Where did you get this?,arya stark
"Littlefinger, he's here?",arya stark
turns to look at SANSA.,arya stark
He's declared for House Stark.,sansa stark
steps up closer to BRAN and speaks to him.,sansa stark
Why would he give you a dagger?,sansa stark
Why?,sansa stark
The cutthroat after your fall?,sansa stark
Why would a cutthroat have a Valyrian steel dagger?,arya stark
He's not a generous man. He wouldn't give you anything unless he thought he was getting something back.,sansa stark
What do you mean it doesn't matter?,sansa stark
Are you sure? It's Valyrian steel.,arya stark
looks down at the dagger. She steps forward and takes it from BRAN.,arya stark
